======================================================================
EXPERIMENT CONFIGURATION
======================================================================
USE_CUTOUT = False
CUTOUT_SIZE = 8
USE_SILU = False
WARMUP_FRACTION = 0.15
======================================================================
------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      7  |      1.0049  |     0.9414  |   0.9096  |               |              2.9092  |
|          |      8  |      0.9702  |     0.9668  |   0.9228  |               |              3.2599  |
|          |      9  |      0.9468  |     0.9736  |   0.9315  |               |              3.5832  |
|          |   eval  |      0.9468  |     0.9736  |   0.9315  |       0.9412  |              3.7368  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4004  |     0.7236  |   0.6017  |               |              0.3880  |
|          |      1  |      1.2188  |     0.8330  |   0.7690  |               |              0.7688  |
|          |      2  |      1.1768  |     0.8516  |   0.8085  |               |              1.1516  |
|          |      3  |      1.1357  |     0.8721  |   0.8294  |               |              1.5037  |
|          |      4  |      1.1357  |     0.8691  |   0.7955  |               |              1.8543  |
|          |      5  |      1.0605  |     0.9170  |   0.8547  |               |              2.2063  |
|          |      6  |      1.0459  |     0.9141  |   0.9014  |               |              2.5567  |
|          |      7  |      1.0195  |     0.9346  |   0.9021  |               |              2.9075  |
|          |      8  |      0.9653  |     0.9668  |   0.9215  |               |              3.2581  |
|          |      9  |      0.9419  |     0.9717  |   0.9324  |               |              3.5802  |
|          |   eval  |      0.9419  |     0.9717  |   0.9324  |       0.9395  |              3.7341  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4531  |     0.6816  |   0.6683  |               |              0.3880  |
|          |      1  |      1.2637  |     0.7949  |   0.6782  |               |              0.7699  |
|          |      2  |      1.2070  |     0.8232  |   0.7904  |               |              1.1501  |
|          |      3  |      1.1484  |     0.8564  |   0.8258  |               |              1.5026  |
|          |      4  |      1.1279  |     0.8760  |   0.8255  |               |              1.8535  |
|          |      5  |      1.0938  |     0.8887  |   0.8574  |               |              2.2045  |
|          |      6  |      1.0400  |     0.9199  |   0.8758  |               |              2.5545  |
|          |      7  |      1.0332  |     0.9268  |   0.9083  |               |              2.9051  |
|          |      8  |      0.9756  |     0.9531  |   0.9198  |               |              3.2556  |
|          |      9  |      0.9395  |     0.9775  |   0.9337  |               |              3.5779  |
|          |   eval  |      0.9395  |     0.9775  |   0.9337  |       0.9406  |              3.7318  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4531  |     0.6855  |   0.6661  |               |              0.3874  |
|          |      1  |      1.2559  |     0.8037  |   0.7344  |               |              0.7687  |
|          |      2  |      1.2139  |     0.8311  |   0.7673  |               |              1.1507  |
|          |      3  |      1.1592  |     0.8477  |   0.7954  |               |              1.5016  |
|          |      4  |      1.1406  |     0.8672  |   0.8619  |               |              1.8510  |
|          |      5  |      1.1143  |     0.8701  |   0.8532  |               |              2.2022  |
|          |      6  |      1.0469  |     0.9160  |   0.9030  |               |              2.5534  |
|          |      7  |      1.0156  |     0.9316  |   0.9029  |               |              2.9037  |
|          |      8  |      0.9663  |     0.9600  |   0.9211  |               |              3.2536  |
|          |      9  |      0.9424  |     0.9746  |   0.9351  |               |              3.5767  |
|          |   eval  |      0.9424  |     0.9746  |   0.9351  |       0.9400  |              3.7300  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4336  |     0.7070  |   0.6388  |               |              0.4782  |
|          |      1  |      1.2441  |     0.8096  |   0.6089  |               |              0.8598  |
|          |      2  |      1.1963  |     0.8408  |   0.7903  |               |              1.2411  |
|          |      3  |      1.1484  |     0.8770  |   0.8055  |               |              1.5926  |
|          |      4  |      1.1016  |     0.8838  |   0.8519  |               |              1.9437  |
|          |      5  |      1.0947  |     0.8877  |   0.8295  |               |              2.2927  |
|          |      6  |      1.0410  |     0.9160  |   0.8980  |               |              2.6435  |
|          |      7  |      1.0215  |     0.9336  |   0.8915  |               |              2.9949  |
|          |      8  |      0.9746  |     0.9561  |   0.9180  |               |              3.3453  |
|          |      9  |      0.9360  |     0.9766  |   0.9302  |               |              3.6682  |
|          |   eval  |      0.9360  |     0.9766  |   0.9302  |       0.9389  |              3.8221  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4268  |     0.7158  |   0.6001  |               |              0.3881  |
|          |      1  |      1.2871  |     0.7881  |   0.7324  |               |              0.7692  |
|          |      2  |      1.2051  |     0.8418  |   0.8185  |               |              1.1517  |
|          |      3  |      1.1602  |     0.8623  |   0.8131  |               |              1.5023  |
|          |      4  |      1.0811  |     0.9014  |   0.8803  |               |              1.8534  |
|          |      5  |      1.0645  |     0.9150  |   0.8768  |               |              2.2025  |
|          |      6  |      1.0488  |     0.9180  |   0.8852  |               |              2.5530  |
|          |      7  |      1.0215  |     0.9336  |   0.9017  |               |              2.9042  |
|          |      8  |      0.9766  |     0.9551  |   0.9228  |               |              3.2548  |
|          |      9  |      0.9390  |     0.9766  |   0.9334  |               |              3.5784  |
|          |   eval  |      0.9390  |     0.9766  |   0.9334  |       0.9404  |              3.7315  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4492  |     0.7041  |   0.6395  |               |              0.3882  |
|          |      1  |      1.2559  |     0.8115  |   0.7450  |               |              0.7686  |
|          |      2  |      1.1709  |     0.8613  |   0.8122  |               |              1.1506  |
|          |      3  |      1.1641  |     0.8555  |   0.8086  |               |              1.5017  |
|          |      4  |      1.1143  |     0.8867  |   0.8491  |               |              1.8518  |
|          |      5  |      1.0635  |     0.9062  |   0.8566  |               |              2.2033  |
|          |      6  |      1.0479  |     0.9131  |   0.9060  |               |              2.5527  |
|          |      7  |      1.0283  |     0.9346  |   0.9067  |               |              2.9051  |
|          |      8  |      0.9639  |     0.9629  |   0.9249  |               |              3.2569  |
|          |      9  |      0.9458  |     0.9756  |   0.9310  |               |              3.5796  |
|          |   eval  |      0.9458  |     0.9756  |   0.9310  |       0.9395  |              3.7328  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4229  |     0.6924  |   0.6628  |               |              0.3874  |
|          |      1  |      1.2646  |     0.8115  |   0.7616  |               |              0.7696  |
|          |      2  |      1.2021  |     0.8359  |   0.7850  |               |              1.1494  |
|          |      3  |      1.1523  |     0.8604  |   0.8162  |               |              1.5019  |
|          |      4  |      1.1309  |     0.8662  |   0.8577  |               |              1.8513  |
|          |      5  |      1.1104  |     0.8955  |   0.8023  |               |              2.2014  |
|          |      6  |      1.0449  |     0.9092  |   0.8698  |               |              2.5532  |
|          |      7  |      1.0127  |     0.9414  |   0.9071  |               |              2.9048  |
|          |      8  |      0.9604  |     0.9648  |   0.9245  |               |              3.2550  |
|          |      9  |      0.9492  |     0.9717  |   0.9320  |               |              3.5775  |
|          |   eval  |      0.9492  |     0.9717  |   0.9320  |       0.9388  |              3.7314  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4336  |     0.6982  |   0.6146  |               |              0.4750  |
|          |      1  |      1.2510  |     0.8145  |   0.7594  |               |              0.8554  |
|          |      2  |      1.1875  |     0.8496  |   0.7944  |               |              1.2377  |
|          |      3  |      1.1699  |     0.8604  |   0.8076  |               |              1.5888  |
|          |      4  |      1.1484  |     0.8584  |   0.8057  |               |              1.9401  |
|          |      5  |      1.0693  |     0.9121  |   0.8757  |               |              2.2902  |
|          |      6  |      1.0449  |     0.9199  |   0.8955  |               |              2.6412  |
|          |      7  |      1.0234  |     0.9326  |   0.8983  |               |              2.9927  |
|          |      8  |      0.9683  |     0.9609  |   0.9244  |               |              3.3434  |
|          |      9  |      0.9458  |     0.9805  |   0.9344  |               |              3.6668  |
|          |   eval  |      0.9458  |     0.9805  |   0.9344  |       0.9414  |              3.8198  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4346  |     0.6963  |   0.6482  |               |              0.4730  |
|          |      1  |      1.2568  |     0.8037  |   0.7527  |               |              0.8543  |
|          |      2  |      1.2061  |     0.8340  |   0.6914  |               |              1.2365  |
|          |      3  |      1.1621  |     0.8652  |   0.8042  |               |              1.5881  |
|          |      4  |      1.1309  |     0.8691  |   0.8448  |               |              1.9386  |
|          |      5  |      1.1006  |     0.8887  |   0.8629  |               |              2.2886  |
|          |      6  |      1.0312  |     0.9209  |   0.8822  |               |              2.6385  |
|          |      7  |      1.0127  |     0.9336  |   0.9067  |               |              2.9889  |
|          |      8  |      0.9692  |     0.9658  |   0.9215  |               |              3.3404  |
|          |      9  |      0.9385  |     0.9775  |   0.9316  |               |              3.6640  |
|          |   eval  |      0.9385  |     0.9775  |   0.9316  |       0.9397  |              3.8174  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4531  |     0.6846  |   0.6483  |               |              0.3879  |
|          |      1  |      1.2695  |     0.7988  |   0.7427  |               |              0.7692  |
|          |      2  |      1.1982  |     0.8467  |   0.7698  |               |              1.1510  |
|          |      3  |      1.1484  |     0.8721  |   0.7839  |               |              1.5029  |
|          |      4  |      1.1240  |     0.8730  |   0.8229  |               |              1.8536  |
|          |      5  |      1.0811  |     0.8994  |   0.8216  |               |              2.2054  |
|          |      6  |      1.0469  |     0.9111  |   0.8882  |               |              2.5563  |
|          |      7  |      1.0156  |     0.9404  |   0.9070  |               |              2.9080  |
|          |      8  |      0.9702  |     0.9570  |   0.9205  |               |              3.2575  |
|          |      9  |      0.9463  |     0.9766  |   0.9308  |               |              3.5805  |
|          |   eval  |      0.9463  |     0.9766  |   0.9308  |       0.9384  |              3.7344  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4336  |     0.6953  |   0.6091  |               |              0.3880  |
|          |      1  |      1.2812  |     0.7881  |   0.7495  |               |              0.7689  |
|          |      2  |      1.1807  |     0.8428  |   0.7693  |               |              1.1512  |
|          |      3  |      1.1621  |     0.8477  |   0.8433  |               |              1.5023  |
|          |      4  |      1.1338  |     0.8730  |   0.8204  |               |              1.8539  |
|          |      5  |      1.0830  |     0.8984  |   0.8660  |               |              2.2054  |
|          |      6  |      1.0537  |     0.9062  |   0.8681  |               |              2.5572  |
|          |      7  |      1.0273  |     0.9258  |   0.8962  |               |              2.9096  |
|          |      8  |      0.9746  |     0.9609  |   0.9226  |               |              3.2603  |
|          |      9  |      0.9492  |     0.9697  |   0.9334  |               |              3.5820  |
|          |   eval  |      0.9492  |     0.9697  |   0.9334  |       0.9408  |              3.7356  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4199  |     0.7139  |   0.5804  |               |              0.4762  |
|          |      1  |      1.2158  |     0.8389  |   0.7826  |               |              0.8574  |
|          |      2  |      1.1963  |     0.8457  |   0.8165  |               |              1.2385  |
|          |      3  |      1.1475  |     0.8613  |   0.8394  |               |              1.5898  |
|          |      4  |      1.1260  |     0.8760  |   0.8613  |               |              1.9409  |
|          |      5  |      1.0928  |     0.8926  |   0.8704  |               |              2.2917  |
|          |      6  |      1.0283  |     0.9336  |   0.8903  |               |              2.6420  |
|          |      7  |      1.0146  |     0.9336  |   0.9027  |               |              2.9939  |
|          |      8  |      0.9658  |     0.9648  |   0.9228  |               |              3.3449  |
|          |      9  |      0.9380  |     0.9863  |   0.9325  |               |              3.6667  |
|          |   eval  |      0.9380  |     0.9863  |   0.9325  |       0.9389  |              3.8208  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4141  |     0.7207  |   0.6418  |               |              0.3889  |
|          |      1  |      1.2324  |     0.8125  |   0.7798  |               |              0.7692  |
|          |      2  |      1.2031  |     0.8379  |   0.8039  |               |              1.1517  |
|          |      3  |      1.1787  |     0.8525  |   0.8366  |               |              1.5028  |
|          |      4  |      1.1240  |     0.8818  |   0.8657  |               |              1.8533  |
|          |      5  |      1.0830  |     0.8926  |   0.8772  |               |              2.2049  |
|          |      6  |      1.0400  |     0.9150  |   0.8862  |               |              2.5561  |
|          |      7  |      1.0068  |     0.9473  |   0.9077  |               |              2.9069  |
|          |      8  |      0.9668  |     0.9629  |   0.9187  |               |              3.2570  |
|          |      9  |      0.9448  |     0.9727  |   0.9341  |               |              3.5803  |
|          |   eval  |      0.9448  |     0.9727  |   0.9341  |       0.9418  |              3.7341  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4561  |     0.6846  |   0.6768  |               |              0.4668  |
|          |      1  |      1.2695  |     0.7939  |   0.7934  |               |              0.8481  |
|          |      2  |      1.1729  |     0.8594  |   0.8213  |               |              1.2299  |
|          |      3  |      1.1367  |     0.8652  |   0.8413  |               |              1.5812  |
|          |      4  |      1.1230  |     0.8799  |   0.8268  |               |              1.9320  |
|          |      5  |      1.0625  |     0.9150  |   0.8622  |               |              2.2832  |
|          |      6  |      1.0410  |     0.9297  |   0.8984  |               |              2.6338  |
|          |      7  |      1.0137  |     0.9375  |   0.8939  |               |              2.9853  |
|          |      8  |      0.9707  |     0.9590  |   0.9233  |               |              3.3370  |
|          |      9  |      0.9346  |     0.9814  |   0.9309  |               |              3.6596  |
|          |   eval  |      0.9346  |     0.9814  |   0.9309  |       0.9398  |              3.8129  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.3936  |     0.7422  |   0.6523  |               |              0.4748  |
|          |      1  |      1.2480  |     0.8271  |   0.7562  |               |              0.8557  |
|          |      2  |      1.2012  |     0.8213  |   0.6971  |               |              1.2381  |
|          |      3  |      1.1484  |     0.8652  |   0.8090  |               |              1.5892  |
|          |      4  |      1.1182  |     0.8760  |   0.8421  |               |              1.9392  |
|          |      5  |      1.0791  |     0.9033  |   0.8461  |               |              2.2895  |
|          |      6  |      1.0430  |     0.9248  |   0.8899  |               |              2.6402  |
|          |      7  |      1.0186  |     0.9336  |   0.8997  |               |              2.9923  |
|          |      8  |      0.9609  |     0.9707  |   0.9245  |               |              3.3430  |
|          |      9  |      0.9316  |     0.9824  |   0.9338  |               |              3.6664  |
|          |   eval  |      0.9316  |     0.9824  |   0.9338  |       0.9419  |              3.8197  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4248  |     0.7119  |   0.7257  |               |              0.3884  |
|          |      1  |      1.2373  |     0.8213  |   0.7198  |               |              0.7701  |
|          |      2  |      1.1621  |     0.8623  |   0.7966  |               |              1.1522  |
|          |      3  |      1.1602  |     0.8555  |   0.8004  |               |              1.5033  |
|          |      4  |      1.1533  |     0.8564  |   0.8283  |               |              1.8538  |
|          |      5  |      1.1084  |     0.8926  |   0.8773  |               |              2.2049  |
|          |      6  |      1.0420  |     0.9199  |   0.9040  |               |              2.5558  |
|          |      7  |      1.0264  |     0.9346  |   0.8959  |               |              2.9068  |
|          |      8  |      0.9463  |     0.9814  |   0.9248  |               |              3.2578  |
|          |      9  |      0.9468  |     0.9785  |   0.9308  |               |              3.5817  |
|          |   eval  |      0.9468  |     0.9785  |   0.9308  |       0.9383  |              3.7348  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4629  |     0.6924  |   0.6852  |               |              0.4751  |
|          |      1  |      1.2324  |     0.8037  |   0.7421  |               |              0.8562  |
|          |      2  |      1.1836  |     0.8477  |   0.7727  |               |              1.2386  |
|          |      3  |      1.1719  |     0.8486  |   0.8232  |               |              1.5905  |
|          |      4  |      1.1074  |     0.8838  |   0.8541  |               |              1.9418  |
|          |      5  |      1.0908  |     0.8896  |   0.8493  |               |              2.2927  |
|          |      6  |      1.0332  |     0.9287  |   0.8925  |               |              2.6438  |
|          |      7  |      0.9907  |     0.9561  |   0.9045  |               |              2.9953  |
|          |      8  |      0.9590  |     0.9658  |   0.9254  |               |              3.3467  |
|          |      9  |      0.9473  |     0.9717  |   0.9313  |               |              3.6696  |
|          |   eval  |      0.9473  |     0.9717  |   0.9313  |       0.9415  |              3.8235  |
------------------------------------------------------------------------------------------------------
Mean: 0.9403    Std: 0.0011
/workspace/ese5060/ese-3060-project/logs/bf2669c1-12f6-488f-9149-d4de9f94d454/log.pt
